category,price,rating,stock,discount,final_price
D,7239.0,3.6103940069190337,In Stock,48.0,3764.28
D,8711.0,4.232480532787325,In Stock,1.0,8623.89
D,4896.0,3.426296226220652,Out of Stock,41.0,2888.6400000000003
D,5412.0,4.188932115133442,Out of Stock,13.0,4708.44
D,3311.0,3.779833637391149,Out of Stock,42.0,1920.3800000000003
D,9091.0,3.296485514428237,Out of Stock,32.0,6181.879999999999
D,5841.0,4.241377172414666,Out of Stock,19.0,4731.21
D,9351.0,4.316931621935204,In Stock,4.0,8976.96
D,2511.0,3.632099331577597,In Stock,33.0,1682.37
D,9493.0,2.7804614226232114,Out of Stock,34.0,6265.379999999999
D,2877.0,3.1301621702727505,Out of Stock,49.0,1467.27
D,1669.0,2.105550917462175,Out of Stock,46.0,901.2600000000001
D,3740.0,3.611900529725685,In Stock,16.0,3141.6
D,6481.0,3.807816377026811,Out of Stock,43.0,3694.1700000000005
D,7648.0,3.107604524312912,Out of Stock,20.0,6118.400000000001
D,4304.0,4.590515555651416,In Stock,1.0,4260.96
D,5271.0,3.41348378152788,Out of Stock,25.0,3953.25
D,8094.0,1.3265823298382928,In Stock,22.0,6313.320000000001
D,9107.0,2.4692634625224508,In Stock,23.0,7012.39
D,5589.0,4.08549234657089,In Stock,19.0,4527.09
D,7814.0,4.75101557951775,In Stock,23.0,6016.78
D,6906.0,2.1277348183742424,In Stock,7.0,6422.58
D,2424.0,3.0393797248819894,Out of Stock,32.0,1648.32
D,1666.0,1.2314206218420702,Out of Stock,22.0,1299.48
D,8081.0,3.646534010385045,In Stock,12.0,7111.28
D,3479.0,1.8010249722634015,In Stock,39.0,2122.19
D,8041.0,4.2507262683713325,In Stock,5.0,7638.95
D,2736.0,2.4659582197492225,In Stock,12.0,2407.68
D,5297.0,3.933676945392267,In Stock,5.0,5032.15
D,119.0,4.179211664673361,In Stock,0.0,119.0
D,3673.0,2.919233192395452,Out of Stock,40.0,2203.7999999999997
D,8713.0,4.836304462671157,Out of Stock,38.0,5402.06
D,7398.0,4.539260482415456,In Stock,45.0,4068.9000000000005
D,2597.0,2.693039161149962,In Stock,22.0,2025.66
D,5144.0,3.992799957126113,Out of Stock,27.0,3755.12
D,9356.0,3.333491496319609,In Stock,17.0,7765.48
D,9753.0,1.9590636471429348,Out of Stock,8.0,8972.76
D,5341.0,1.0571722325695556,In Stock,49.0,2723.91
D,2797.0,2.9547384924336355,In Stock,26.0,2069.78
D,2626.0,2.3712130046018745,Out of Stock,22.0,2048.28
D,8255.0,4.1873920005148415,In Stock,36.0,5283.2
D,6151.0,3.2384502324639404,In Stock,15.0,5228.349999999999
D,3768.0,1.2637828993988798,In Stock,40.0,2260.7999999999997
D,875.0,2.873781117013584,Out of Stock,28.0,630.0
D,4412.0,4.908254782374193,In Stock,41.0,2603.0800000000004
D,9794.0,2.1303393764821474,Out of Stock,14.0,8422.84
D,336.0,2.7361140845927165,In Stock,40.0,201.6
D,8873.0,3.248184261640426,In Stock,41.0,5235.070000000001
D,7118.0,2.4584548971402427,Out of Stock,43.0,4057.26
D,4910.0,4.989577354865315,In Stock,45.0,2700.5
D,4297.0,3.303322214029173,In Stock,5.0,4082.1499999999996
D,9288.0,2.047267595920572,In Stock,22.0,7244.64
D,981.0,1.999054720998516,In Stock,18.0,804.4200000000001
D,9180.0,3.8598796191547,In Stock,23.0,7068.6
D,2408.0,3.032031230888091,Out of Stock,23.0,1854.16
D,521.0,1.109541284390204,Out of Stock,30.0,364.7
D,5762.0,4.687800452003589,In Stock,48.0,2996.2400000000002
D,1824.0,1.0909424221396071,In Stock,3.0,1769.28
D,1083.0,3.2856516321952367,Out of Stock,28.0,779.76
D,6057.0,4.7043689461398674,In Stock,48.0,3149.6400000000003
D,5602.0,4.58778375225685,In Stock,36.0,3585.28
D,8128.0,2.071935100772471,In Stock,24.0,6177.28
D,7190.0,3.857658990233968,Out of Stock,21.0,5680.1
D,8357.0,1.7571129612090046,In Stock,37.0,5264.91
D,3152.0,1.5743799713874789,In Stock,6.0,2962.8799999999997
D,7682.0,1.9773698968656783,In Stock,23.0,5915.14
D,8514.0,4.704094088630431,Out of Stock,46.0,4597.56
D,4042.0,2.9266623201528126,Out of Stock,35.0,2627.3
D,6341.0,3.562411989592447,Out of Stock,12.0,5580.08
D,7553.0,4.189326034817212,Out of Stock,16.0,6344.5199999999995
D,5901.0,3.3303753402358907,In Stock,31.0,4071.6899999999996
D,2792.0,3.5949488586972147,In Stock,24.0,2121.92
D,8394.0,1.8188132957807648,Out of Stock,22.0,6547.320000000001
D,7719.0,1.955424858669331,In Stock,39.0,4708.59
D,454.0,2.6905264080381817,Out of Stock,32.0,308.71999999999997
D,9390.0,1.736712394123578,Out of Stock,4.0,9014.4
D,6841.0,1.9837671407858213,Out of Stock,28.0,4925.5199999999995
D,547.0,1.4760992404140794,In Stock,15.0,464.95
D,446.0,2.8140453322401124,Out of Stock,17.0,370.18
D,828.0,2.153464497259371,Out of Stock,8.0,761.76
D,3496.0,3.372831657780841,In Stock,23.0,2691.92
D,6666.0,3.164385411443798,In Stock,36.0,4266.24
D,1966.0,4.343531411256285,In Stock,4.0,1887.36
D,2159.0,3.8081328537915393,Out of Stock,17.0,1791.97
D,3259.0,2.392976277379492,Out of Stock,32.0,2216.12
D,7059.0,4.651043024048134,Out of Stock,49.0,3600.09
D,7053.0,4.346376620059969,In Stock,31.0,4866.57
D,5008.0,2.041752598572117,Out of Stock,17.0,4156.639999999999
D,6967.0,2.9294789139842865,In Stock,39.0,4249.87
D,5597.0,3.116135383834756,In Stock,27.0,4085.81
D,9430.0,1.948900071416542,In Stock,15.0,8015.5
D,1999.0,3.6136907627431376,Out of Stock,20.0,1599.2
D,9254.0,3.950844613186496,Out of Stock,6.0,8698.76
